review,rating,categories
"I just love this app. CIMB bank has helped me through my financial issues in the past few months and the app is so easy to use. There is still room to grow, of course, like adding more partners where the bill payment can be used. Keep it up!",5,user friendliness / transaction flexibility
App is not working!,1,app installation
very convenient to use..love it,5,transaction flexibility
"fast approval, long term payment and start lowest to high take loan",5,transaction speed /  leniency
"Can't open the app anymore, I don't know how else to access it. Please don't tell me that you're so sorry and doing ways to fix it. Please fix it urgently.",3,app installation
Very easy to use. You can easily monitor your pag-ibig loan proceeds through this app and check the balance from time to time. I can also use this app as a savings account with my PAG IBIG Loyalty Card Plus.,5,feature accessibility
Be careful for this scam app they will ask a money to deposit and they will never return.,1,transaction legitimacy
Nice easy to sign,5,user friendliness
If there is 00000.... I will rate them like this . There is no words to Describe how ugly their services and their CSR . Beware. You will regret using this lending app .. Sorry just stating the fact,1,customer service
scam scam scam. ingat ingat lang kayo sa pagbigay ng details. 🤭,1,data privacy
"fast transactions, less hassle, lower prices on loads, this app is highly recommended for savings and lots of transactions. i loved the free transfers even if it has limits every week",5,transaction speed /  loan interest /  transaction fees
"Such a very disappointing app also the staff have no good customer service nananakot pa pag naniningil. I loan 3500 and I receive 2100 because of so many hidden charges I want to cancel but it's to late,they process it already and they don't give other options. This app is like scam, because the app stated that my loan length days is 80days, but after a week they called me and said that I need to pay in 7days... I'm so upset.",1,customer service /  transaction legitimacy
Very rude customer service. Very rude and disrespectful.,1,customer service
User friendly app and no hassle banking for me. Easier way for a mom like me to save! Thank you GoTyme Bank!,5,user friendliness
they transaction is very fast.this app is very convenient especially in emergency purposes.thank you so much.i hope that will help others and enjoy using this app also.,5,transaction speed
"Maganda siya mabilis ang proseso, pag kaylangan na kalangan mo tala ng pera mabilis ang payout.., ang laking tulung talaga sakin,, good JOB OLP",5,transaction speed
Transaction fee is higher compared to BDO pay. I mean it's the same app from BDO but why would you charge different ly on this app? If you can do it on BDO pay why'd you have to charger higher here?,1,transaction fees
Fast and reliable. Thanks!,5,transaction speed
itong apps Nato ay napaka legit at mapagkamatiwalaan,1,transaction legitimacy
It was working okey before. App keeps on crashing on my phone.,1,app installation
Di ko tinuloy...huwag niyo na subukan malulugmok kayo sa laki ng interest...,1,loan interest
"Very legit, helpful to me, the customer service are friendly. Very low interest rate. Thank u Mocasa😊",5,transaction legitimacy /  customer service /  loan interest
"At first, it's a good app to use as payment on online shops but what I don't get that why do I need to deposit to unlock my credit after paying during the due date, what's the purpose of the app then? It's been useless since I refuse to spend money on it just to unlock my credit. I hope you dont lockout users just to pay your stupid credit line.",2,transaction flexibility /  transaction legitimacy
"Really fantastic app. Sleek UI, great UX. Though fairly new, it's already beating GCASH and MAYA apps out of the water. Clean interface and buttery smooth experience! ☺️ It never lags, unlike GCash, Maya, etc, which both take forever to load. I'm convinced it will soon be the number one digital bank in the PH. I hope GoTyme will keep it up and I also wanna suggest they shift to daily tallying and crediting of interest, so that more people become motivated to save up here. 💰",5,user friendliness /  loading speed
